mx1,lam1,lam2,xs,xs_err
2.5,0.6,0.4,0.0016620062021934,3.9158730934855445e-06
2.5,0.6,0.5,0.0024930167864812,6.131341303261265e-06
2.5,0.6,0.6,0.0034248684622515,8.83657064678099e-06
2.5,0.6,0.7,0.0044069645014417,1.0001322022686638e-05
2.5,0.6,0.8,0.0054569718527004,1.2909527696476498e-05
2.5,0.6,0.9,0.0066191844721044,1.630205305327129e-05
2.5,0.6,1.0,0.0077625536152692,1.919659337709228e-05
2.5,0.6,2.0,0.0200088311260573,0.0001132179772906
2.5,0.7,0.04,1.946759533914433e-05,5.0231074945972654e-08
2.5,0.7,0.06,4.3558558646239225e-05,1.0285842033755145e-07
2.5,0.7,0.08,7.687810987884286e-05,1.9015533584864678e-07
2.5,0.7,0.1,0.0001207562266513,2.851111010969319e-07
2.5,0.7,0.15,0.0002719913080995,6.152023157232591e-07
2.5,0.7,0.2,0.0004741317082829,1.2311693732190393e-06
2.5,0.7,0.3,0.0010567992729131,2.7362596288545394e-06
2.5,0.7,0.4,0.0018397535613703,4.540219930404995e-06
2.5,0.7,0.5,0.0027748001287101,6.881289772940895e-06
2.5,0.7,0.6,0.0039090029657102,9.666239704228043e-06
2.5,0.7,0.7,0.0051519428190652,1.3394059221125648e-05
2.5,0.7,0.8,0.0065615988664111,1.7029499854070525e-05
2.5,0.7,0.9,0.0081779611738171,2.017465179739064e-05
2.5,0.7,1.0,0.0096605994517784,2.5272818332138053e-05
2.5,0.7,2.0,0.0259127184355465,0.0001280172363192
2.5,0.8,0.04,2.162407825529651e-05,5.6076894375793485e-08
2.5,0.8,0.06,4.838171143253346e-05,1.1030994373572589e-07
2.5,0.8,0.08,8.65379060220608e-05,2.2444652462499093e-07
2.5,0.8,0.1,0.0001349975600684,3.194233016485907e-07
2.5,0.8,0.15,0.0003029645600456,7.488990238170121e-07
2.5,0.8,0.2,0.0005371315480121,1.3273432493331248e-06
2.5,0.8,0.3,0.0012014406230408,2.7309761284304384e-06
2.5,0.8,0.4,0.0021130178861028,5.47768733106504e-06
2.5,0.8,0.5,0.0032793115133401,7.445127828108178e-06
2.5,0.8,0.6,0.004683906022586,1.1526244930010614e-05
2.5,0.8,0.7,0.0062565350901077,1.4812465693535446e-05
2.5,0.8,0.8,0.0080700217577931,2.7539258956623087e-05
2.5,0.8,0.9,0.0099770504648886,9.230011839954515e-05
2.5,0.8,1.0,0.011685604315681,0.0001419858437384
2.5,0.8,2.0,0.0317698165473904,0.000291051157208
2.5,0.9,0.04,2.5050046853959568e-05,6.640843576085062e-08
2.5,0.9,0.06,5.648588307742115e-05,5.602684311208802e-07
2.5,0.9,0.08,0.0001009330842603,3.838007645541411e-07
2.5,0.9,0.1,0.0001585407481468,6.56487632963778e-07
2.5,0.9,0.15,0.0003567671941841,8.411300857744991e-07
2.5,0.9,0.2,0.0006297585012911,1.5562668845136344e-06
2.5,0.9,0.3,0.0014030111926441,8.99818105659114e-06
2.5,0.9,0.4,0.0024566454766248,4.540942931884533e-05
2.5,0.9,0.5,0.0037401713476884,3.8772989715153786e-05
2.5,0.9,0.6,0.0053204711402261,1.470231991538037e-05
2.5,0.9,0.7,0.0071034694730736,0.0002072366080548
2.5,0.9,0.8,0.0088812798121967,2.4256682076885623e-05
2.5,0.9,0.9,0.0110780694922791,7.851035698887915e-05
2.5,0.9,1.0,0.0132210826887744,3.421371425582419e-05
2.5,0.9,2.0,0.037292379829629,9.824508256892672e-05
2.5,1.0,0.04,2.6923282583799703e-05,1.2332844235157362e-07
2.5,1.0,0.06,6.061695042949048e-05,1.9812154955810557e-07
2.5,1.0,0.08,0.0001056531577624,2.190456010487061e-06
2.5,1.0,0.1,0.0001680977020896,6.719575896764983e-07
2.5,1.0,0.15,0.0003701289598187,3.9110183671782044e-06
2.5,1.0,0.2,0.0006688445169033,4.567839556996662e-06
2.5,1.0,0.3,0.0014970931381129,1.9140723340486785e-05
2.5,1.0,0.4,0.0026925022232236,1.4497886664067772e-05
2.5,1.0,0.5,0.0040835147658416,1.2799679507184638e-05
2.5,1.0,0.6,0.0057168985732339,8.350868120718237e-05
2.5,1.0,0.7,0.007622285803623,2.696666848352595e-05
2.5,1.0,0.8,0.0096455192266936,8.069804438952804e-05
2.5,1.0,0.9,0.0120722183978076,7.490987194396164e-05
2.5,1.0,1.0,0.0145660259068634,5.693997185244382e-05
2.5,1.0,2.0,0.0432341957563789,0.0005439766223276
2.5,2.0,0.04,4.745243379068547e-05,1.241390305957957e-07
2.5,2.0,0.06,0.00010717953281,5.089993851479841e-07
2.5,2.0,0.08,0.0001907785971659,4.978627768680432e-07
2.5,2.0,0.1,0.0002991159315495,7.793249268009749e-07
2.5,2.0,0.15,0.0006679504899999,1.7465749430341746e-06
2.5,2.0,0.2,0.0011917347825442,3.108179188773779e-06
2.5,2.0,0.3,0.0026668460915884,6.969784233607447e-06
2.5,2.0,0.4,0.004732751581839,1.2363648403268076e-05
2.5,2.0,0.5,0.0074123741106139,1.9310831419378067e-05
2.5,2.0,0.6,0.0105777724591354,2.7633685047802635e-05
2.5,2.0,0.7,0.0143815952116259,3.750680487581922e-05
2.5,2.0,0.8,0.018683988926137,4.8745704317164725e-05
2.5,2.0,0.9,0.0233756089314544,6.113951366416837e-05
2.5,2.0,1.0,0.0286949642993532,7.506604917872796e-05
2.5,2.0,2.0,0.1048520263951454,0.0002737657216668
