stem,hepmc_file,hepmc_size_B,hepmc_size,mc_file,mc_size_B,mc_size,ratio(mc/hepmc),result,reason
wjets.8.24,wjets.8.24.hepmc.gz,3784028794,3.5 GB,wjets.8.24.root,3955703820,3.7 GB,1.0454,O,
wjets.8.25,wjets.8.25.hepmc.gz,3778884546,3.5 GB,wjets.8.25.root,3950514187,3.7 GB,1.0454,O,
wjets.8.26,wjets.8.26.hepmc.gz,3781654581,3.5 GB,wjets.8.26.root,3953812314,3.7 GB,1.0455,O,
wjets.8.27,wjets.8.27.hepmc.gz,3774425434,3.5 GB,wjets.8.27.root,3944757012,3.7 GB,1.0451,O,
wjets.8.28,wjets.8.28.hepmc.gz,3749897539,3.5 GB,wjets.8.28.root,3921071289,3.7 GB,1.0456,O,
wjets.8.29,wjets.8.29.hepmc.gz,3766064002,3.5 GB,wjets.8.29.root,3938185582,3.7 GB,1.0457,O,
wjets.8.3,wjets.8.3.hepmc.gz,3777289766,3.5 GB,wjets.8.3.root,3946743291,3.7 GB,1.0449,O,
wjets.8.30,wjets.8.30.hepmc.gz,3804302717,3.5 GB,wjets.8.30.root,3973780747,3.7 GB,1.0445,O,
wjets.8.31,wjets.8.31.hepmc.gz,3810265708,3.5 GB,wjets.8.31.root,3984331187,3.7 GB,1.0457,O,
wjets.8.32,wjets.8.32.hepmc.gz,3799679074,3.5 GB,wjets.8.32.root,3971931068,3.7 GB,1.0453,O,
wjets.8.33,wjets.8.33.hepmc.gz,3796644607,3.5 GB,wjets.8.33.root,3969570129,3.7 GB,1.0455,O,
wjets.8.34,wjets.8.34.hepmc.gz,3785248882,3.5 GB,wjets.8.34.root,3958013982,3.7 GB,1.0456,O,
wjets.8.35,wjets.8.35.hepmc.gz,3786183893,3.5 GB,wjets.8.35.root,3956134581,3.7 GB,1.0449,O,
wjets.8.36,wjets.8.36.hepmc.gz,3794070492,3.5 GB,wjets.8.36.root,3964568630,3.7 GB,1.0449,O,
wjets.8.37,wjets.8.37.hepmc.gz,3774952988,3.5 GB,wjets.8.37.root,3944566475,3.7 GB,1.0449,O,
wjets.8.38,wjets.8.38.hepmc.gz,3761915658,3.5 GB,wjets.8.38.root,3933441568,3.7 GB,1.0456,O,
wjets.8.39,wjets.8.39.hepmc.gz,3802061850,3.5 GB,wjets.8.39.root,3973895102,3.7 GB,1.0452,O,
wjets.8.4,wjets.8.4.hepmc.gz,3805288700,3.5 GB,wjets.8.4.root,3978025517,3.7 GB,1.0454,O,
wjets.8.40,wjets.8.40.hepmc.gz,3813239246,3.6 GB,wjets.8.40.root,3983491575,3.7 GB,1.0446,O,
wjets.8.41,wjets.8.41.hepmc.gz,3769762825,3.5 GB,wjets.8.41.root,3939726595,3.7 GB,1.0451,O,
wjets.8.42,wjets.8.42.hepmc.gz,3795052135,3.5 GB,wjets.8.42.root,3966626415,3.7 GB,1.0452,O,
wjets.8.43,wjets.8.43.hepmc.gz,3780065105,3.5 GB,wjets.8.43.root,3951433156,3.7 GB,1.0453,O,
wjets.8.44,wjets.8.44.hepmc.gz,3788557792,3.5 GB,wjets.8.44.root,3959089315,3.7 GB,1.0450,O,
wjets.8.45,wjets.8.45.hepmc.gz,3799703443,3.5 GB,wjets.8.45.root,3971601399,3.7 GB,1.0452,O,
wjets.8.46,wjets.8.46.hepmc.gz,3778060500,3.5 GB,wjets.8.46.root,3949208428,3.7 GB,1.0453,O,
wjets.8.47,wjets.8.47.hepmc.gz,3769798509,3.5 GB,wjets.8.47.root,3941093271,3.7 GB,1.0454,O,
wjets.8.48,wjets.8.48.hepmc.gz,3792576395,3.5 GB,wjets.8.48.root,3964586994,3.7 GB,1.0454,O,
wjets.8.49,wjets.8.49.hepmc.gz,3801096376,3.5 GB,wjets.8.49.root,3974144832,3.7 GB,1.0455,O,
wjets.8.5,wjets.8.5.hepmc.gz,3778585575,3.5 GB,wjets.8.5.root,3949325221,3.7 GB,1.0452,O,
wjets.8.50,wjets.8.50.hepmc.gz,3793082510,3.5 GB,wjets.8.50.root,3964656918,3.7 GB,1.0452,O,
wjets.8.51,wjets.8.51.hepmc.gz,3774104916,3.5 GB,wjets.8.51.root,3944350257,3.7 GB,1.0451,O,
wjets.8.52,wjets.8.52.hepmc.gz,3779454600,3.5 GB,wjets.8.52.root,3952624179,3.7 GB,1.0458,O,
wjets.8.53,wjets.8.53.hepmc.gz,3796096000,3.5 GB,wjets.8.53.root,3966726702,3.7 GB,1.0449,O,
wjets.8.54,wjets.8.54.hepmc.gz,3777245931,3.5 GB,wjets.8.54.root,3947936689,3.7 GB,1.0452,O,
wjets.8.55,wjets.8.55.hepmc.gz,3787197009,3.5 GB,wjets.8.55.root,3958583070,3.7 GB,1.0453,O,
wjets.8.56,wjets.8.56.hepmc.gz,3812276373,3.6 GB,wjets.8.56.root,3985817325,3.7 GB,1.0455,O,
wjets.8.57,wjets.8.57.hepmc.gz,3755851827,3.5 GB,wjets.8.57.root,3924541774,3.7 GB,1.0449,O,
wjets.8.58,wjets.8.58.hepmc.gz,3778949497,3.5 GB,wjets.8.58.root,3949113069,3.7 GB,1.0450,O,
wjets.8.59,wjets.8.59.hepmc.gz,3780842342,3.5 GB,wjets.8.59.root,3950567740,3.7 GB,1.0449,O,
wjets.8.6,wjets.8.6.hepmc.gz,3785845920,3.5 GB,wjets.8.6.root,3955840918,3.7 GB,1.0449,O,
wjets.8.60,wjets.8.60.hepmc.gz,3783015045,3.5 GB,wjets.8.60.root,3955021996,3.7 GB,1.0455,O,
wjets.8.61,wjets.8.61.hepmc.gz,3763907961,3.5 GB,wjets.8.61.root,3933691702,3.7 GB,1.0451,O,
wjets.8.62,wjets.8.62.hepmc.gz,3775727549,3.5 GB,wjets.8.62.root,3948513092,3.7 GB,1.0458,O,
wjets.8.63,wjets.8.63.hepmc.gz,3775360942,3.5 GB,wjets.8.63.root,3946004446,3.7 GB,1.0452,O,
wjets.8.64,wjets.8.64.hepmc.gz,3770122978,3.5 GB,wjets.8.64.root,3940937073,3.7 GB,1.0453,O,
wjets.8.65,wjets.8.65.hepmc.gz,3799272384,3.5 GB,wjets.8.65.root,3971725021,3.7 GB,1.0454,O,
wjets.8.66,wjets.8.66.hepmc.gz,3801816477,3.5 GB,wjets.8.66.root,3973725425,3.7 GB,1.0452,O,
wjets.8.67,wjets.8.67.hepmc.gz,3788103744,3.5 GB,wjets.8.67.root,3960526160,3.7 GB,1.0455,O,
wjets.8.68,wjets.8.68.hepmc.gz,3770281382,3.5 GB,wjets.8.68.root,3941462082,3.7 GB,1.0454,O,
wjets.8.69,wjets.8.69.hepmc.gz,3768904869,3.5 GB,wjets.8.69.root,3940146814,3.7 GB,1.0454,O,
wjets.8.7,wjets.8.7.hepmc.gz,3790434574,3.5 GB,wjets.8.7.root,3962737525,3.7 GB,1.0455,O,
wjets.8.70,wjets.8.70.hepmc.gz,3765800649,3.5 GB,wjets.8.70.root,3936578984,3.7 GB,1.0453,O,
wjets.8.71,wjets.8.71.hepmc.gz,3806787592,3.5 GB,wjets.8.71.root,3978260551,3.7 GB,1.0450,O,
wjets.8.72,wjets.8.72.hepmc.gz,3807759726,3.5 GB,wjets.8.72.root,3981403939,3.7 GB,1.0456,O,
wjets.8.73,wjets.8.73.hepmc.gz,3785821690,3.5 GB,wjets.8.73.root,3958878569,3.7 GB,1.0457,O,
wjets.8.74,wjets.8.74.hepmc.gz,3795273351,3.5 GB,wjets.8.74.root,3964775214,3.7 GB,1.0447,O,
wjets.8.75,wjets.8.75.hepmc.gz,3816990202,3.6 GB,wjets.8.75.root,3988740630,3.7 GB,1.0450,O,
wjets.8.76,wjets.8.76.hepmc.gz,3787057438,3.5 GB,wjets.8.76.root,3959313424,3.7 GB,1.0455,O,
wjets.8.77,wjets.8.77.hepmc.gz,3807238865,3.5 GB,wjets.8.77.root,3979131467,3.7 GB,1.0451,O,
wjets.8.78,wjets.8.78.hepmc.gz,3791744964,3.5 GB,wjets.8.78.root,3964746087,3.7 GB,1.0456,O,
wjets.8.79,wjets.8.79.hepmc.gz,3779418849,3.5 GB,wjets.8.79.root,3951075726,3.7 GB,1.0454,O,
wjets.8.8,wjets.8.8.hepmc.gz,3764671534,3.5 GB,wjets.8.8.root,3934777724,3.7 GB,1.0452,O,
wjets.8.80,wjets.8.80.hepmc.gz,3797318930,3.5 GB,wjets.8.80.root,3970102292,3.7 GB,1.0455,O,
wjets.8.81,wjets.8.81.hepmc.gz,3776854031,3.5 GB,wjets.8.81.root,3948516261,3.7 GB,1.0455,O,
wjets.8.82,wjets.8.82.hepmc.gz,3774611424,3.5 GB,wjets.8.82.root,3946006041,3.7 GB,1.0454,O,
wjets.8.83,wjets.8.83.hepmc.gz,3793705579,3.5 GB,wjets.8.83.root,3966229731,3.7 GB,1.0455,O,
wjets.8.84,wjets.8.84.hepmc.gz,3766500315,3.5 GB,wjets.8.84.root,3937469422,3.7 GB,1.0454,O,
wjets.8.85,wjets.8.85.hepmc.gz,3789978714,3.5 GB,wjets.8.85.root,3964031501,3.7 GB,1.0459,O,
wjets.8.86,wjets.8.86.hepmc.gz,3787545123,3.5 GB,wjets.8.86.root,3958137017,3.7 GB,1.0450,O,
wjets.8.87,wjets.8.87.hepmc.gz,3794385646,3.5 GB,wjets.8.87.root,3967012726,3.7 GB,1.0455,O,
wjets.8.88,wjets.8.88.hepmc.gz,3800413329,3.5 GB,wjets.8.88.root,3973199923,3.7 GB,1.0455,O,
wjets.8.89,wjets.8.89.hepmc.gz,3771665600,3.5 GB,wjets.8.89.root,3943993893,3.7 GB,1.0457,O,
wjets.8.9,wjets.8.9.hepmc.gz,3790853039,3.5 GB,wjets.8.9.root,3962646863,3.7 GB,1.0453,O,
wjets.8.90,wjets.8.90.hepmc.gz,3772800787,3.5 GB,wjets.8.90.root,3942557144,3.7 GB,1.0450,O,
wjets.8.91,wjets.8.91.hepmc.gz,3789360950,3.5 GB,wjets.8.91.root,3959495361,3.7 GB,1.0449,O,
wjets.8.92,wjets.8.92.hepmc.gz,3782113786,3.5 GB,wjets.8.92.root,3953836239,3.7 GB,1.0454,O,
wjets.8.93,wjets.8.93.hepmc.gz,3777142348,3.5 GB,wjets.8.93.root,3948467863,3.7 GB,1.0454,O,
wjets.8.94,wjets.8.94.hepmc.gz,3822568742,3.6 GB,wjets.8.94.root,3996286169,3.7 GB,1.0454,O,
wjets.8.95,wjets.8.95.hepmc.gz,3832145439,3.6 GB,wjets.8.95.root,4003466634,3.7 GB,1.0447,O,
wjets.8.96,wjets.8.96.hepmc.gz,3764993957,3.5 GB,wjets.8.96.root,3935615488,3.7 GB,1.0453,O,
wjets.8.97,wjets.8.97.hepmc.gz,3776382950,3.5 GB,wjets.8.97.root,3947090285,3.7 GB,1.0452,O,
wjets.8.98,wjets.8.98.hepmc.gz,3781956733,3.5 GB,wjets.8.98.root,3953566397,3.7 GB,1.0454,O,
wjets.8.99,wjets.8.99.hepmc.gz,3791263657,3.5 GB,wjets.8.99.root,3962160878,3.7 GB,1.0451,O,
ww2l2v.0.0,ww2l2v.0.0.hepmc.gz,3200024100,3.0 GB,ww2l2v.0.0.root,2922061361,2.7 GB,0.9131,O,
ww2l2v.0.1,ww2l2v.0.1.hepmc.gz,3197394965,3.0 GB,ww2l2v.0.1.root,2919564502,2.7 GB,0.9131,O,
ww2l2v.0.10,ww2l2v.0.10.hepmc.gz,3207975688,3.0 GB,ww2l2v.0.10.root,2929395290,2.7 GB,0.9132,O,
ww2l2v.0.100,ww2l2v.0.100.hepmc.gz,3183357978,3.0 GB,ww2l2v.0.100.root,2907571497,2.7 GB,0.9134,O,
ww2l2v.0.101,ww2l2v.0.101.hepmc.gz,3183798713,3.0 GB,ww2l2v.0.101.root,2907636507,2.7 GB,0.9133,O,
ww2l2v.0.102,ww2l2v.0.102.hepmc.gz,3196235341,3.0 GB,ww2l2v.0.102.root,2918818429,2.7 GB,0.9132,O,
ww2l2v.0.103,ww2l2v.0.103.hepmc.gz,3215211667,3.0 GB,ww2l2v.0.103.root,2936413485,2.7 GB,0.9133,O,
ww2l2v.0.104,ww2l2v.0.104.hepmc.gz,3191683142,3.0 GB,ww2l2v.0.104.root,2915009762,2.7 GB,0.9133,O,
ww2l2v.0.105,ww2l2v.0.105.hepmc.gz,3208249136,3.0 GB,ww2l2v.0.105.root,2929219974,2.7 GB,0.9130,O,
ww2l2v.0.106,ww2l2v.0.106.hepmc.gz,3186044435,3.0 GB,ww2l2v.0.106.root,2909639546,2.7 GB,0.9132,O,
ww2l2v.0.107,ww2l2v.0.107.hepmc.gz,3212274207,3.0 GB,ww2l2v.0.107.root,2932880291,2.7 GB,0.9130,O,
ww2l2v.0.108,ww2l2v.0.108.hepmc.gz,3189371515,3.0 GB,ww2l2v.0.108.root,2913571673,2.7 GB,0.9135,O,
ww2l2v.0.109,ww2l2v.0.109.hepmc.gz,3160467526,2.9 GB,ww2l2v.0.109.root,2886688456,2.7 GB,0.9134,O,
ww2l2v.0.11,ww2l2v.0.11.hepmc.gz,3173372619,3.0 GB,ww2l2v.0.11.root,2898103594,2.7 GB,0.9133,O,
ww2l2v.0.110,ww2l2v.0.110.hepmc.gz,3184516950,3.0 GB,ww2l2v.0.110.root,2907694013,2.7 GB,0.9131,O,
ww2l2v.0.111,ww2l2v.0.111.hepmc.gz,3179684693,3.0 GB,ww2l2v.0.111.root,2904215776,2.7 GB,0.9134,O,
ww2l2v.0.112,ww2l2v.0.112.hepmc.gz,3190120156,3.0 GB,ww2l2v.0.112.root,2913835107,2.7 GB,0.9134,O,
ww2l2v.0.113,ww2l2v.0.113.hepmc.gz,3207064659,3.0 GB,ww2l2v.0.113.root,2928559555,2.7 GB,0.9132,O,
ww2l2v.0.114,ww2l2v.0.114.hepmc.gz,3176143101,3.0 GB,ww2l2v.0.114.root,2900982066,2.7 GB,0.9134,O,
ww2l2v.0.115,ww2l2v.0.115.hepmc.gz,3188201263,3.0 GB,ww2l2v.0.115.root,2911848496,2.7 GB,0.9133,O,
ww2l2v.0.116,ww2l2v.0.116.hepmc.gz,3212865110,3.0 GB,ww2l2v.0.116.root,2933679173,2.7 GB,0.9131,O,
ww2l2v.0.117,ww2l2v.0.117.hepmc.gz,3176030488,3.0 GB,ww2l2v.0.117.root,2901233552,2.7 GB,0.9135,O,
ww2l2v.0.118,ww2l2v.0.118.hepmc.gz,3185064254,3.0 GB,ww2l2v.0.118.root,2908500961,2.7 GB,0.9132,O,
ww2l2v.0.119,ww2l2v.0.119.hepmc.gz,3192364453,3.0 GB,ww2l2v.0.119.root,2915012565,2.7 GB,0.9131,O,
ww2l2v.0.12,ww2l2v.0.12.hepmc.gz,3184415275,3.0 GB,ww2l2v.0.12.root,2908711080,2.7 GB,0.9134,O,
ww2l2v.0.120,ww2l2v.0.120.hepmc.gz,3195190521,3.0 GB,ww2l2v.0.120.root,2918109967,2.7 GB,0.9133,O,
ww2l2v.0.121,ww2l2v.0.121.hepmc.gz,3190081185,3.0 GB,ww2l2v.0.121.root,2913035283,2.7 GB,0.9132,O,
ww2l2v.0.122,ww2l2v.0.122.hepmc.gz,3199760145,3.0 GB,ww2l2v.0.122.root,2923029155,2.7 GB,0.9135,O,
ww2l2v.0.123,ww2l2v.0.123.hepmc.gz,3202295195,3.0 GB,ww2l2v.0.123.root,2924071002,2.7 GB,0.9131,O,
ww2l2v.0.124,ww2l2v.0.124.hepmc.gz,3171665969,3.0 GB,ww2l2v.0.124.root,2896547042,2.7 GB,0.9133,O,
ww2l2v.0.125,ww2l2v.0.125.hepmc.gz,3213552100,3.0 GB,ww2l2v.0.125.root,2935447278,2.7 GB,0.9135,O,
ww2l2v.0.126,ww2l2v.0.126.hepmc.gz,3189099650,3.0 GB,ww2l2v.0.126.root,2911606538,2.7 GB,0.9130,O,
ww2l2v.0.127,ww2l2v.0.127.hepmc.gz,3185035183,3.0 GB,ww2l2v.0.127.root,2908532526,2.7 GB,0.9132,O,
ww2l2v.0.128,ww2l2v.0.128.hepmc.gz,3185239931,3.0 GB,ww2l2v.0.128.root,2909416868,2.7 GB,0.9134,O,
ww2l2v.0.129,ww2l2v.0.129.hepmc.gz,3189454747,3.0 GB,ww2l2v.0.129.root,2912577982,2.7 GB,0.9132,O,
ww2l2v.0.13,ww2l2v.0.13.hepmc.gz,3195939658,3.0 GB,ww2l2v.0.13.root,2918951635,2.7 GB,0.9133,O,
ww2l2v.0.130,ww2l2v.0.130.hepmc.gz,3200110472,3.0 GB,ww2l2v.0.130.root,2921815685,2.7 GB,0.9130,O,
ww2l2v.0.131,ww2l2v.0.131.hepmc.gz,3192154041,3.0 GB,ww2l2v.0.131.root,2915543592,2.7 GB,0.9133,O,
ww2l2v.0.132,ww2l2v.0.132.hepmc.gz,3187244440,3.0 GB,ww2l2v.0.132.root,2911006760,2.7 GB,0.9133,O,
ww2l2v.0.133,ww2l2v.0.133.hepmc.gz,3200867076,3.0 GB,ww2l2v.0.133.root,2923237921,2.7 GB,0.9133,O,
ww2l2v.0.134,ww2l2v.0.134.hepmc.gz,3210738353,3.0 GB,ww2l2v.0.134.root,2932711316,2.7 GB,0.9134,O,
ww2l2v.0.135,ww2l2v.0.135.hepmc.gz,3197353780,3.0 GB,ww2l2v.0.135.root,2919580540,2.7 GB,0.9131,O,
ww2l2v.0.136,ww2l2v.0.136.hepmc.gz,3201017063,3.0 GB,ww2l2v.0.136.root,2923317303,2.7 GB,0.9132,O,
ww2l2v.0.137,ww2l2v.0.137.hepmc.gz,3201579054,3.0 GB,ww2l2v.0.137.root,2924724153,2.7 GB,0.9135,O,
ww2l2v.0.138,ww2l2v.0.138.hepmc.gz,3201313477,3.0 GB,ww2l2v.0.138.root,2923303079,2.7 GB,0.9132,O,
ww2l2v.0.139,ww2l2v.0.139.hepmc.gz,3205578698,3.0 GB,ww2l2v.0.139.root,2927646740,2.7 GB,0.9133,O,
ww2l2v.0.14,ww2l2v.0.14.hepmc.gz,3198763736,3.0 GB,ww2l2v.0.14.root,2921010665,2.7 GB,0.9132,O,
ww2l2v.0.140,ww2l2v.0.140.hepmc.gz,3205485200,3.0 GB,ww2l2v.0.140.root,2927926005,2.7 GB,0.9134,O,
ww2l2v.0.141,ww2l2v.0.141.hepmc.gz,3205992479,3.0 GB,ww2l2v.0.141.root,2927920206,2.7 GB,0.9133,O,
ww2l2v.0.142,ww2l2v.0.142.hepmc.gz,3188021041,3.0 GB,ww2l2v.0.142.root,2911642415,2.7 GB,0.9133,O,
ww2l2v.0.143,ww2l2v.0.143.hepmc.gz,3175281441,3.0 GB,ww2l2v.0.143.root,2900336557,2.7 GB,0.9134,O,
ww2l2v.0.144,ww2l2v.0.144.hepmc.gz,3200433712,3.0 GB,ww2l2v.0.144.root,2922800383,2.7 GB,0.9133,O,
ww2l2v.0.145,ww2l2v.0.145.hepmc.gz,3199218673,3.0 GB,ww2l2v.0.145.root,2922335957,2.7 GB,0.9135,O,
ww2l2v.0.146,ww2l2v.0.146.hepmc.gz,3204549992,3.0 GB,ww2l2v.0.146.root,2926307963,2.7 GB,0.9132,O,
ww2l2v.0.147,ww2l2v.0.147.hepmc.gz,3215878686,3.0 GB,ww2l2v.0.147.root,2937273804,2.7 GB,0.9134,O,
ww2l2v.0.148,ww2l2v.0.148.hepmc.gz,3190669790,3.0 GB,ww2l2v.0.148.root,2914459366,2.7 GB,0.9134,O,
ww2l2v.0.149,ww2l2v.0.149.hepmc.gz,3201922987,3.0 GB,ww2l2v.0.149.root,2923886896,2.7 GB,0.9132,O,
ww2l2v.0.15,ww2l2v.0.15.hepmc.gz,3190874123,3.0 GB,ww2l2v.0.15.root,2913628473,2.7 GB,0.9131,O,
ww2l2v.0.150,ww2l2v.0.150.hepmc.gz,3213018591,3.0 GB,ww2l2v.0.150.root,2934645860,2.7 GB,0.9134,O,
ww2l2v.0.151,ww2l2v.0.151.hepmc.gz,3192461863,3.0 GB,ww2l2v.0.151.root,2915403380,2.7 GB,0.9132,O,
ww2l2v.0.152,ww2l2v.0.152.hepmc.gz,3220286120,3.0 GB,ww2l2v.0.152.root,2940618216,2.7 GB,0.9132,O,
ww2l2v.0.153,ww2l2v.0.153.hepmc.gz,3173863707,3.0 GB,ww2l2v.0.153.root,2898869342,2.7 GB,0.9134,O,
ww2l2v.0.154,ww2l2v.0.154.hepmc.gz,3218024037,3.0 GB,ww2l2v.0.154.root,2939050305,2.7 GB,0.9133,O,
ww2l2v.0.155,ww2l2v.0.155.hepmc.gz,3189469748,3.0 GB,ww2l2v.0.155.root,2913669637,2.7 GB,0.9135,O,
ww2l2v.0.156,ww2l2v.0.156.hepmc.gz,3198916249,3.0 GB,ww2l2v.0.156.root,2921554396,2.7 GB,0.9133,O,
ww2l2v.0.157,ww2l2v.0.157.hepmc.gz,3185217043,3.0 GB,ww2l2v.0.157.root,2908911457,2.7 GB,0.9133,O,
ww2l2v.0.158,ww2l2v.0.158.hepmc.gz,3192791386,3.0 GB,ww2l2v.0.158.root,2915927858,2.7 GB,0.9133,O,
ww2l2v.0.159,ww2l2v.0.159.hepmc.gz,3174703227,3.0 GB,ww2l2v.0.159.root,2899915234,2.7 GB,0.9134,O,
ww2l2v.0.16,ww2l2v.0.16.hepmc.gz,3212813007,3.0 GB,ww2l2v.0.16.root,2934052243,2.7 GB,0.9132,O,
ww2l2v.0.160,ww2l2v.0.160.hepmc.gz,3188146250,3.0 GB,ww2l2v.0.160.root,2911571898,2.7 GB,0.9132,O,
ww2l2v.0.161,ww2l2v.0.161.hepmc.gz,3176602947,3.0 GB,ww2l2v.0.161.root,2901184998,2.7 GB,0.9133,O,
ww2l2v.0.162,ww2l2v.0.162.hepmc.gz,3183539567,3.0 GB,ww2l2v.0.162.root,2907541780,2.7 GB,0.9133,O,
ww2l2v.0.163,ww2l2v.0.163.hepmc.gz,3186898751,3.0 GB,ww2l2v.0.163.root,2910891729,2.7 GB,0.9134,O,
ww2l2v.0.164,ww2l2v.0.164.hepmc.gz,3223139670,3.0 GB,ww2l2v.0.164.root,2942859490,2.7 GB,0.9130,O,
ww2l2v.0.165,ww2l2v.0.165.hepmc.gz,3176417526,3.0 GB,ww2l2v.0.165.root,2900981428,2.7 GB,0.9133,O,
ww2l2v.0.166,ww2l2v.0.166.hepmc.gz,3206288970,3.0 GB,ww2l2v.0.166.root,2928085396,2.7 GB,0.9132,O,
ww2l2v.0.167,ww2l2v.0.167.hepmc.gz,3163404362,2.9 GB,ww2l2v.0.167.root,2888753096,2.7 GB,0.9132,O,
ww2l2v.0.168,ww2l2v.0.168.hepmc.gz,3221203748,3.0 GB,ww2l2v.0.168.root,2942150959,2.7 GB,0.9134,O,
ww2l2v.0.169,ww2l2v.0.169.hepmc.gz,3215711840,3.0 GB,ww2l2v.0.169.root,2936597213,2.7 GB,0.9132,O,
ww2l2v.0.17,ww2l2v.0.17.hepmc.gz,3195824321,3.0 GB,ww2l2v.0.17.root,2918499862,2.7 GB,0.9132,O,
ww2l2v.0.170,ww2l2v.0.170.hepmc.gz,3193808886,3.0 GB,ww2l2v.0.170.root,2916731855,2.7 GB,0.9132,O,
ww2l2v.0.171,ww2l2v.0.171.hepmc.gz,3192591556,3.0 GB,ww2l2v.0.171.root,2915328270,2.7 GB,0.9132,O,
ww2l2v.0.172,ww2l2v.0.172.hepmc.gz,3199463798,3.0 GB,ww2l2v.0.172.root,2921517954,2.7 GB,0.9131,O,
ww2l2v.0.173,ww2l2v.0.173.hepmc.gz,3191483389,3.0 GB,ww2l2v.0.173.root,2914946999,2.7 GB,0.9134,O,
ww2l2v.0.174,ww2l2v.0.174.hepmc.gz,3184555165,3.0 GB,ww2l2v.0.174.root,2908414578,2.7 GB,0.9133,O,
ww2l2v.0.175,ww2l2v.0.175.hepmc.gz,3188811900,3.0 GB,ww2l2v.0.175.root,2911772947,2.7 GB,0.9131,O,
ww2l2v.0.176,ww2l2v.0.176.hepmc.gz,3195513178,3.0 GB,ww2l2v.0.176.root,2918855816,2.7 GB,0.9134,O,
ww2l2v.0.177,ww2l2v.0.177.hepmc.gz,3189635516,3.0 GB,ww2l2v.0.177.root,2913769573,2.7 GB,0.9135,O,
ww2l2v.0.178,ww2l2v.0.178.hepmc.gz,3189894756,3.0 GB,ww2l2v.0.178.root,2913594756,2.7 GB,0.9134,O,
ww2l2v.0.179,ww2l2v.0.179.hepmc.gz,3198153072,3.0 GB,ww2l2v.0.179.root,2920704667,2.7 GB,0.9132,O,
ww2l2v.0.18,ww2l2v.0.18.hepmc.gz,3224781376,3.0 GB,ww2l2v.0.18.root,2945031153,2.7 GB,0.9132,O,
ww2l2v.0.180,ww2l2v.0.180.hepmc.gz,3208875154,3.0 GB,ww2l2v.0.180.root,2930701494,2.7 GB,0.9133,O,
ww2l2v.0.181,ww2l2v.0.181.hepmc.gz,3213498712,3.0 GB,ww2l2v.0.181.root,2934951748,2.7 GB,0.9133,O,
ww2l2v.0.182,ww2l2v.0.182.hepmc.gz,3172868603,3.0 GB,ww2l2v.0.182.root,2898223675,2.7 GB,0.9134,O,
ww2l2v.0.183,ww2l2v.0.183.hepmc.gz,3185594065,3.0 GB,ww2l2v.0.183.root,2909285678,2.7 GB,0.9133,O,
ww2l2v.0.184,ww2l2v.0.184.hepmc.gz,3199647689,3.0 GB,ww2l2v.0.184.root,2921708886,2.7 GB,0.9131,O,
ww2l2v.0.185,ww2l2v.0.185.hepmc.gz,3190996756,3.0 GB,ww2l2v.0.185.root,2914755547,2.7 GB,0.9134,O,
ww2l2v.0.186,ww2l2v.0.186.hepmc.gz,3215023162,3.0 GB,ww2l2v.0.186.root,2935739232,2.7 GB,0.9131,O,
ww2l2v.0.187,ww2l2v.0.187.hepmc.gz,3211405273,3.0 GB,ww2l2v.0.187.root,2933474424,2.7 GB,0.9135,O,
ww2l2v.0.188,ww2l2v.0.188.hepmc.gz,3213068094,3.0 GB,ww2l2v.0.188.root,2933850504,2.7 GB,0.9131,O,
ww2l2v.0.189,ww2l2v.0.189.hepmc.gz,3208300582,3.0 GB,ww2l2v.0.189.root,2930476518,2.7 GB,0.9134,O,
ww2l2v.0.19,ww2l2v.0.19.hepmc.gz,3214784719,3.0 GB,ww2l2v.0.19.root,2935638591,2.7 GB,0.9132,O,
ww2l2v.0.190,ww2l2v.0.190.hepmc.gz,3206351118,3.0 GB,ww2l2v.0.190.root,2927790984,2.7 GB,0.9131,O,
ww2l2v.0.191,ww2l2v.0.191.hepmc.gz,3227576464,3.0 GB,ww2l2v.0.191.root,2946591731,2.7 GB,0.9129,O,
ww2l2v.0.192,ww2l2v.0.192.hepmc.gz,3199864228,3.0 GB,ww2l2v.0.192.root,2922328723,2.7 GB,0.9133,O,
ww2l2v.0.193,ww2l2v.0.193.hepmc.gz,3202722652,3.0 GB,ww2l2v.0.193.root,2925236624,2.7 GB,0.9134,O,
ww2l2v.0.194,ww2l2v.0.194.hepmc.gz,3179184559,3.0 GB,ww2l2v.0.194.root,2903537281,2.7 GB,0.9133,O,
ww2l2v.0.195,ww2l2v.0.195.hepmc.gz,3195829769,3.0 GB,ww2l2v.0.195.root,2917789670,2.7 GB,0.9130,O,
ww2l2v.0.196,ww2l2v.0.196.hepmc.gz,3210066550,3.0 GB,ww2l2v.0.196.root,2932001412,2.7 GB,0.9134,O,
ww2l2v.0.197,ww2l2v.0.197.hepmc.gz,3203174614,3.0 GB,ww2l2v.0.197.root,2925052877,2.7 GB,0.9132,O,
ww2l2v.0.198,ww2l2v.0.198.hepmc.gz,3195816150,3.0 GB,ww2l2v.0.198.root,2918796058,2.7 GB,0.9133,O,
ww2l2v.0.199,ww2l2v.0.199.hepmc.gz,3204284880,3.0 GB,ww2l2v.0.199.root,2926697864,2.7 GB,0.9134,O,
